user_id,signup_at,city,segment,discount_acquired,essential_affinity,churn_risk_score
15439,2026-02-11,Kolkata,standard,False,0.539,0.46
15440,2026-02-07,Bengaluru,standard,False,0.395,0.613
15441,2026-02-05,Pune,churn_risk,False,0.588,0.967
15442,2025-12-26,Hyderabad,standard,True,0.582,0.496
15443,2026-03-03,Delhi,habitual,False,0.836,0.303
15444,2026-04-25,Pune,standard,False,0.618,0.452
15445,2026-01-06,Chennai,churn_risk,False,0.285,0.747
15446,2025-12-01,Chennai,standard,False,0.513,0.391
15447,2026-03-02,Kolkata,churn_risk,False,0.384,0.753
15448,2026-01-31,Kolkata,standard,True,0.792,0.415
15449,2026-04-13,Mumbai,standard,False,0.577,0.428
15450,2026-04-24,Chennai,discount_hunter,True,0.383,0.421
15451,2026-05-11,Mumbai,standard,False,0.473,0.434
15452,2026-01-30,Hyderabad,standard,False,0.665,0.593
15453,2026-05-02,Chennai,habitual,False,0.689,0.05
15454,2025-12-12,Delhi,standard,False,0.495,0.382
15455,2026-01-27,Hyderabad,standard,False,0.556,0.551
15456,2026-01-07,Delhi,standard,False,0.749,0.589
15457,2026-05-06,Kolkata,habitual,False,0.735,0.197
15458,2026-03-09,Hyderabad,standard,False,0.647,0.362
15459,2026-01-25,Pune,discount_hunter,True,0.523,0.194
15460,2025-12-18,Bengaluru,discount_hunter,True,0.434,0.224
15461,2026-04-10,Delhi,standard,True,0.53,0.446
15462,2026-03-18,Kolkata,habitual,False,0.779,0.371
15463,2026-04-23,Chennai,habitual,False,0.497,0.103
15464,2026-02-07,Hyderabad,discount_hunter,True,0.406,0.475
15465,2025-12-17,Delhi,standard,True,0.469,0.461
15466,2026-01-20,Bengaluru,discount_hunter,True,0.525,0.463
15467,2026-03-12,Delhi,standard,False,0.497,0.552
15468,2026-01-03,Pune,habitual,False,0.678,0.272
15469,2025-12-03,Chennai,standard,False,0.567,0.765
15470,2026-04-18,Hyderabad,churn_risk,False,0.225,0.589
15471,2026-02-24,Hyderabad,standard,False,0.408,0.443
15472,2026-01-31,Bengaluru,habitual,False,0.786,0.126
15473,2026-02-28,Delhi,habitual,False,0.674,0.304
15474,2026-04-02,Pune,standard,False,0.413,0.424
15475,2025-11-21,Chennai,standard,False,0.58,0.383
15476,2026-02-08,Hyderabad,standard,False,0.528,0.504
15477,2026-01-05,Chennai,discount_hunter,True,0.582,0.523
15478,2025-12-07,Chennai,discount_hunter,True,0.508,0.48
15479,2025-11-27,Pune,standard,False,0.451,0.49
15480,2026-02-08,Pune,habitual,False,0.675,0.066
15481,2026-02-26,Delhi,standard,False,0.591,0.413
15482,2026-02-20,Mumbai,habitual,False,0.772,0.05
15483,2026-04-10,Delhi,standard,False,0.626,0.469
15484,2026-02-11,Hyderabad,churn_risk,False,0.324,0.675
15485,2026-03-07,Mumbai,habitual,False,0.781,0.05
15486,2026-04-16,Delhi,habitual,False,0.901,0.183
15487,2026-03-19,Bengaluru,discount_hunter,True,0.561,0.318
15488,2026-05-03,Delhi,discount_hunter,True,0.532,0.426
15489,2025-12-30,Chennai,habitual,False,0.69,0.284
15490,2026-04-11,Kolkata,standard,False,0.623,0.506
15491,2026-03-26,Delhi,standard,False,0.431,0.526
15492,2026-03-05,Hyderabad,standard,True,0.564,0.536
15493,2025-11-21,Chennai,discount_hunter,True,0.403,0.443
15494,2026-02-26,Kolkata,discount_hunter,True,0.434,0.454
15495,2026-04-24,Mumbai,standard,False,0.611,0.505
15496,2026-03-17,Pune,standard,False,0.36,0.535
15497,2025-11-21,Chennai,discount_hunter,True,0.37,0.423
15498,2026-01-11,Hyderabad,habitual,False,0.668,0.371
15499,2026-03-03,Pune,discount_hunter,True,0.27,0.507
15500,2026-04-16,Bengaluru,discount_hunter,True,0.491,0.299
15501,2026-02-09,Bengaluru,standard,True,0.503,0.288
15502,2026-04-24,Chennai,discount_hunter,True,0.535,0.369
15503,2026-04-13,Kolkata,habitual,False,0.74,0.173
15504,2026-01-08,Delhi,habitual,False,0.698,0.252
15505,2025-12-26,Mumbai,standard,False,0.484,0.655
15506,2026-05-02,Bengaluru,discount_hunter,True,0.575,0.179
15507,2026-03-07,Pune,standard,False,0.596,0.394
15508,2026-04-22,Bengaluru,standard,False,0.643,0.654
15509,2026-05-05,Hyderabad,standard,False,0.533,0.209
15510,2026-02-05,Delhi,discount_hunter,True,0.441,0.579
15511,2025-11-29,Chennai,discount_hunter,True,0.438,0.478
15512,2026-05-03,Delhi,standard,False,0.696,0.365
15513,2026-03-06,Bengaluru,standard,False,0.7,0.632
15514,2025-12-12,Delhi,standard,False,0.572,0.422
15515,2026-02-24,Bengaluru,discount_hunter,True,0.362,0.54
15516,2025-11-26,Chennai,habitual,False,0.737,0.2
15517,2026-01-12,Hyderabad,discount_hunter,True,0.507,0.399
15518,2026-01-22,Bengaluru,discount_hunter,True,0.559,0.318
15519,2026-02-10,Pune,churn_risk,False,0.288,0.677
15520,2026-03-02,Chennai,standard,False,0.584,0.532
15521,2026-04-21,Chennai,discount_hunter,True,0.752,0.476
15522,2026-01-23,Delhi,habitual,False,0.621,0.202
15523,2026-04-02,Bengaluru,discount_hunter,True,0.537,0.391
15524,2026-05-09,Kolkata,habitual,False,0.779,0.221
15525,2026-04-04,Bengaluru,churn_risk,False,0.29,0.817
15526,2026-01-05,Chennai,standard,True,0.608,0.385
15527,2026-03-22,Delhi,discount_hunter,True,0.479,0.491
15528,2026-01-10,Hyderabad,habitual,False,0.772,0.285
15529,2026-02-15,Delhi,churn_risk,False,0.365,0.744
15530,2026-03-15,Mumbai,standard,False,0.576,0.437
15531,2026-01-12,Delhi,habitual,False,0.747,0.31
15532,2025-11-21,Mumbai,standard,False,0.53,0.338
15533,2026-04-20,Bengaluru,churn_risk,False,0.361,0.878
15534,2026-03-31,Chennai,discount_hunter,True,0.473,0.589
15535,2025-12-13,Bengaluru,discount_hunter,True,0.451,0.305
15536,2026-01-27,Mumbai,habitual,False,0.693,0.397
15537,2026-01-07,Bengaluru,discount_hunter,True,0.368,0.507
15538,2026-05-15,Pune,habitual,False,0.662,0.164
15539,2026-05-09,Hyderabad,standard,False,0.422,0.453
15540,2026-03-25,Bengaluru,discount_hunter,True,0.564,0.628
15541,2026-02-08,Kolkata,habitual,False,0.757,0.359
15542,2025-11-30,Bengaluru,standard,False,0.59,0.331
15543,2026-01-04,Chennai,discount_hunter,True,0.44,0.348
15544,2025-12-07,Mumbai,standard,False,0.478,0.334
15545,2026-04-12,Chennai,discount_hunter,True,0.443,0.741
15546,2025-12-06,Mumbai,habitual,False,0.659,0.535
15547,2026-03-22,Pune,habitual,False,0.582,0.142
15548,2026-05-11,Delhi,standard,False,0.547,0.579
15549,2026-01-15,Pune,discount_hunter,True,0.427,0.506
15550,2026-03-24,Pune,discount_hunter,True,0.483,0.531
15551,2026-04-28,Chennai,discount_hunter,True,0.401,0.619
15552,2026-02-05,Mumbai,habitual,False,0.609,0.241
15553,2026-02-09,Bengaluru,discount_hunter,True,0.478,0.266
15554,2025-12-27,Hyderabad,habitual,False,0.553,0.192
15555,2026-02-05,Mumbai,standard,False,0.637,0.532
15556,2026-04-27,Hyderabad,standard,False,0.558,0.453
15557,2026-03-20,Kolkata,standard,False,0.514,0.552
15558,2025-12-27,Delhi,discount_hunter,True,0.466,0.48
15559,2026-02-23,Bengaluru,standard,False,0.658,0.281
15560,2026-03-28,Delhi,discount_hunter,True,0.467,0.49
15561,2025-12-04,Pune,habitual,False,0.723,0.262
15562,2026-04-07,Delhi,standard,True,0.49,0.47
15563,2025-12-27,Delhi,standard,False,0.661,0.388
15564,2026-01-13,Pune,habitual,False,0.75,0.075
15565,2026-02-03,Kolkata,standard,False,0.654,0.6
15566,2026-02-19,Mumbai,standard,False,0.387,0.567
15567,2026-05-04,Kolkata,discount_hunter,True,0.39,0.431
15568,2025-12-31,Delhi,churn_risk,False,0.382,0.616
15569,2026-01-06,Delhi,standard,False,0.611,0.558
15570,2026-01-28,Delhi,standard,False,0.633,0.376
15571,2026-04-24,Bengaluru,habitual,False,0.719,0.061
15572,2026-05-13,Mumbai,churn_risk,False,0.31,0.89
15573,2026-02-10,Pune,churn_risk,False,0.312,0.731
15574,2026-03-25,Delhi,churn_risk,False,0.489,0.97
15575,2026-05-05,Chennai,habitual,False,0.764,0.293
15576,2026-04-22,Pune,churn_risk,False,0.461,0.658
15577,2026-03-23,Bengaluru,standard,False,0.702,0.387
15578,2026-02-26,Chennai,standard,False,0.303,0.428
15579,2026-05-17,Hyderabad,discount_hunter,True,0.397,0.637
15580,2026-01-03,Delhi,habitual,False,0.62,0.173
15581,2026-01-25,Kolkata,discount_hunter,True,0.31,0.614
15582,2026-03-29,Kolkata,habitual,False,0.757,0.225
15583,2025-11-24,Delhi,discount_hunter,True,0.386,0.419
15584,2026-02-19,Delhi,standard,False,0.495,0.074
15585,2026-04-23,Kolkata,standard,False,0.547,0.434
15586,2025-12-22,Pune,discount_hunter,True,0.479,0.35
15587,2026-04-14,Hyderabad,habitual,False,0.841,0.371
15588,2026-02-03,Bengaluru,standard,False,0.583,0.784
15589,2026-04-24,Hyderabad,standard,False,0.377,0.589
15590,2026-03-15,Chennai,discount_hunter,True,0.424,0.559
15591,2025-12-19,Mumbai,churn_risk,False,0.312,0.833
15592,2026-04-02,Chennai,discount_hunter,True,0.633,0.445
15593,2025-12-01,Delhi,discount_hunter,True,0.595,0.525
15594,2026-01-03,Delhi,discount_hunter,True,0.472,0.332
15595,2026-04-29,Chennai,standard,False,0.489,0.421
15596,2026-04-27,Mumbai,habitual,False,0.754,0.174
15597,2025-11-29,Bengaluru,habitual,False,0.758,0.093
15598,2026-01-28,Kolkata,churn_risk,False,0.37,0.858
15599,2025-12-07,Kolkata,standard,True,0.348,0.529
15600,2026-01-08,Pune,churn_risk,False,0.34,0.702
15601,2026-05-14,Mumbai,discount_hunter,True,0.433,0.391
15602,2025-12-26,Kolkata,standard,False,0.493,0.527
15603,2026-03-16,Hyderabad,habitual,False,0.581,0.168
15604,2026-04-14,Mumbai,standard,False,0.617,0.391
15605,2026-04-28,Delhi,habitual,False,0.717,0.277
15606,2026-01-23,Chennai,habitual,False,0.661,0.343
15607,2026-03-26,Bengaluru,discount_hunter,True,0.369,0.58
15608,2026-02-16,Bengaluru,habitual,False,0.661,0.178
15609,2025-12-10,Chennai,discount_hunter,True,0.501,0.473
15610,2025-12-31,Pune,standard,False,0.641,0.399
15611,2026-04-04,Delhi,churn_risk,False,0.473,0.747
15612,2026-03-24,Kolkata,churn_risk,False,0.305,0.958
15613,2026-02-22,Kolkata,discount_hunter,True,0.681,0.461
15614,2026-04-10,Hyderabad,standard,False,0.735,0.377
15615,2026-03-25,Hyderabad,churn_risk,False,0.273,0.679
15616,2026-01-21,Hyderabad,discount_hunter,True,0.391,0.46
15617,2026-01-12,Kolkata,churn_risk,False,0.366,0.816
15618,2026-05-10,Kolkata,standard,False,0.64,0.364
15619,2026-05-14,Chennai,discount_hunter,True,0.589,0.397
15620,2025-11-26,Delhi,standard,False,0.585,0.519
15621,2026-04-12,Hyderabad,habitual,False,0.779,0.115
15622,2025-12-14,Pune,discount_hunter,True,0.489,0.318
15623,2026-04-25,Delhi,standard,False,0.581,0.536
15624,2026-03-06,Pune,standard,False,0.586,0.332
15625,2026-03-24,Pune,habitual,False,0.67,0.115
15626,2026-03-27,Hyderabad,standard,True,0.728,0.523
15627,2026-03-09,Chennai,habitual,False,0.81,0.417
15628,2026-01-05,Bengaluru,standard,False,0.619,0.133
15629,2026-04-15,Kolkata,standard,False,0.531,0.575
15630,2026-02-28,Bengaluru,habitual,False,0.672,0.254
15631,2026-02-27,Hyderabad,churn_risk,False,0.249,0.711
15632,2026-01-17,Pune,habitual,False,0.698,0.05
15633,2025-11-22,Chennai,habitual,False,0.739,0.139
15634,2026-02-28,Pune,churn_risk,False,0.282,0.763
15635,2026-01-22,Hyderabad,churn_risk,False,0.348,0.89
15636,2026-03-19,Chennai,discount_hunter,True,0.45,0.328
15637,2026-01-25,Hyderabad,habitual,False,0.781,0.183
15638,2026-05-15,Chennai,standard,True,0.605,0.438
15639,2026-03-23,Kolkata,habitual,False,0.655,0.32
15640,2026-02-11,Chennai,discount_hunter,True,0.451,0.224
15641,2026-03-28,Kolkata,churn_risk,False,0.342,0.788
15642,2026-03-17,Chennai,standard,False,0.467,0.469
15643,2026-03-12,Bengaluru,standard,False,0.509,0.623
15644,2026-03-05,Kolkata,churn_risk,False,0.398,0.783
15645,2026-05-07,Bengaluru,churn_risk,False,0.256,0.645
15646,2026-01-17,Hyderabad,discount_hunter,True,0.519,0.349
15647,2026-02-06,Hyderabad,standard,False,0.473,0.309
15648,2026-01-05,Mumbai,discount_hunter,True,0.367,0.288
15649,2026-03-03,Mumbai,habitual,False,0.667,0.094
15650,2026-05-17,Mumbai,standard,False,0.536,0.05
15651,2026-03-10,Pune,standard,True,0.585,0.526
15652,2025-12-28,Pune,standard,False,0.499,0.373
15653,2026-05-05,Delhi,habitual,False,0.756,0.296
15654,2026-04-12,Kolkata,standard,False,0.564,0.516
15655,2026-02-08,Pune,habitual,False,0.813,0.182
15656,2025-12-17,Delhi,standard,False,0.53,0.348
15657,2026-02-01,Chennai,standard,False,0.504,0.558
15658,2026-04-14,Hyderabad,churn_risk,False,0.591,0.602
15659,2026-03-04,Delhi,discount_hunter,True,0.559,0.388
15660,2025-12-24,Pune,standard,False,0.488,0.396
15661,2025-12-19,Pune,discount_hunter,True,0.559,0.409
15662,2026-05-14,Hyderabad,standard,False,0.712,0.322
15663,2026-02-09,Pune,habitual,False,0.733,0.143
15664,2026-03-24,Chennai,standard,False,0.563,0.501
15665,2026-01-24,Mumbai,churn_risk,False,0.322,0.894
15666,2025-12-07,Chennai,standard,False,0.64,0.412
15667,2026-02-03,Chennai,churn_risk,False,0.418,0.754
15668,2026-03-25,Kolkata,discount_hunter,True,0.354,0.529
15669,2026-01-20,Chennai,standard,False,0.538,0.489
15670,2026-03-09,Chennai,churn_risk,False,0.372,0.933
15671,2026-02-07,Kolkata,standard,True,0.528,0.504
15672,2026-01-20,Delhi,discount_hunter,True,0.46,0.496
15673,2026-01-05,Hyderabad,discount_hunter,True,0.344,0.475
15674,2026-01-06,Kolkata,standard,True,0.72,0.466
15675,2026-01-06,Delhi,standard,False,0.531,0.554
15676,2026-03-30,Delhi,churn_risk,False,0.503,0.81
15677,2026-01-20,Mumbai,standard,False,0.513,0.554
15678,2026-04-03,Delhi,churn_risk,False,0.264,0.99
15679,2026-01-15,Delhi,standard,False,0.556,0.392
15680,2026-01-18,Pune,standard,True,0.626,0.404
15681,2026-05-06,Pune,habitual,False,0.664,0.21
15682,2026-04-27,Kolkata,habitual,False,0.812,0.264
15683,2026-02-01,Pune,churn_risk,False,0.34,0.949
15684,2026-01-08,Mumbai,standard,True,0.454,0.624
15685,2026-03-29,Mumbai,habitual,False,0.745,0.194
15686,2025-12-03,Mumbai,standard,False,0.662,0.422
15687,2026-02-11,Bengaluru,standard,True,0.716,0.579
15688,2026-03-08,Kolkata,standard,False,0.438,0.21
15689,2026-03-22,Chennai,habitual,False,0.665,0.163
15690,2025-12-10,Hyderabad,habitual,False,0.674,0.166
15691,2025-11-21,Chennai,standard,False,0.513,0.218
15692,2026-01-09,Pune,churn_risk,False,0.393,0.956
15693,2025-12-12,Delhi,standard,False,0.729,0.378
15694,2026-02-20,Kolkata,discount_hunter,True,0.661,0.592
15695,2026-05-05,Hyderabad,standard,False,0.766,0.439
15696,2026-01-11,Mumbai,discount_hunter,True,0.562,0.458
15697,2026-02-10,Kolkata,standard,False,0.544,0.367
15698,2025-12-29,Hyderabad,habitual,False,0.624,0.1
15699,2025-11-28,Hyderabad,discount_hunter,True,0.32,0.424
15700,2026-03-27,Bengaluru,discount_hunter,True,0.559,0.459
15701,2026-01-06,Pune,standard,False,0.558,0.548
15702,2026-02-27,Chennai,discount_hunter,True,0.63,0.384
15703,2026-03-23,Hyderabad,standard,True,0.532,0.517
15704,2026-04-21,Pune,standard,False,0.663,0.355
15705,2025-12-24,Bengaluru,discount_hunter,True,0.571,0.306
15706,2026-03-05,Delhi,churn_risk,False,0.175,0.804
15707,2026-05-03,Mumbai,standard,True,0.573,0.658
15708,2026-02-16,Kolkata,discount_hunter,True,0.47,0.534
15709,2025-11-28,Pune,discount_hunter,True,0.373,0.346
15710,2026-01-07,Pune,habitual,False,0.885,0.216
15711,2026-04-13,Mumbai,habitual,False,0.765,0.276
15712,2026-04-12,Chennai,standard,False,0.713,0.364
15713,2026-01-16,Kolkata,standard,False,0.572,0.476
15714,2025-12-26,Bengaluru,standard,True,0.574,0.24
15715,2026-01-12,Mumbai,discount_hunter,True,0.509,0.141
15716,2026-01-03,Hyderabad,standard,False,0.565,0.357
15717,2026-04-03,Hyderabad,habitual,False,0.805,0.247
15718,2026-04-21,Hyderabad,habitual,False,0.738,0.394
15719,2025-11-29,Hyderabad,standard,False,0.427,0.22
15720,2026-04-03,Chennai,discount_hunter,True,0.636,0.516
15721,2026-04-05,Kolkata,habitual,False,0.648,0.171
15722,2026-03-11,Hyderabad,habitual,False,0.694,0.215
15723,2026-04-26,Mumbai,habitual,False,0.714,0.163
15724,2025-11-28,Chennai,standard,True,0.417,0.295
15725,2026-03-26,Mumbai,habitual,False,0.704,0.103
15726,2025-12-13,Delhi,discount_hunter,True,0.43,0.382
15727,2026-05-01,Chennai,discount_hunter,True,0.515,0.391
15728,2026-02-18,Hyderabad,discount_hunter,True,0.567,0.568
15729,2025-12-07,Kolkata,standard,False,0.428,0.421
15730,2026-04-04,Bengaluru,discount_hunter,True,0.428,0.548
15731,2026-04-04,Hyderabad,standard,False,0.526,0.613
15732,2026-02-12,Delhi,standard,False,0.716,0.249
15733,2026-01-15,Delhi,standard,True,0.519,0.381
15734,2025-11-24,Kolkata,discount_hunter,True,0.285,0.372
15735,2026-05-03,Kolkata,habitual,False,0.725,0.168
15736,2025-12-24,Pune,churn_risk,False,0.445,0.732
15737,2026-04-21,Pune,habitual,False,0.647,0.172
15738,2026-03-06,Pune,churn_risk,False,0.297,0.959
15739,2026-03-24,Hyderabad,habitual,False,0.694,0.281
15740,2026-03-25,Kolkata,discount_hunter,True,0.501,0.506
15741,2026-04-24,Delhi,standard,False,0.509,0.672
15742,2025-11-27,Mumbai,discount_hunter,True,0.572,0.182
15743,2026-05-18,Pune,habitual,False,0.7,0.26
15744,2025-11-28,Chennai,standard,False,0.633,0.339
15745,2026-05-19,Hyderabad,standard,False,0.488,0.395
15746,2026-01-07,Delhi,standard,False,0.643,0.436
15747,2026-04-22,Bengaluru,standard,True,0.459,0.317
15748,2025-12-06,Mumbai,habitual,False,0.763,0.08
15749,2026-02-11,Delhi,habitual,False,0.705,0.241
15750,2026-02-26,Mumbai,churn_risk,False,0.254,0.862
15751,2026-05-11,Hyderabad,habitual,False,0.765,0.076
15752,2025-12-13,Pune,discount_hunter,True,0.532,0.253
15753,2025-11-27,Pune,discount_hunter,True,0.464,0.239
15754,2026-03-17,Chennai,discount_hunter,True,0.548,0.494
15755,2025-11-29,Bengaluru,standard,False,0.623,0.412
15756,2026-04-09,Hyderabad,standard,False,0.529,0.501
15757,2025-11-27,Mumbai,standard,False,0.527,0.703
15758,2026-05-14,Mumbai,discount_hunter,True,0.578,0.263
15759,2026-02-24,Delhi,standard,False,0.491,0.568
15760,2026-05-10,Bengaluru,habitual,False,0.913,0.307
15761,2025-12-13,Pune,churn_risk,False,0.335,0.84
15762,2026-01-09,Chennai,discount_hunter,True,0.611,0.442
15763,2026-02-10,Chennai,standard,True,0.505,0.344
15764,2025-11-26,Pune,habitual,False,0.64,0.149
15765,2025-12-09,Mumbai,habitual,False,0.784,0.05
15766,2026-01-19,Pune,churn_risk,False,0.348,0.683
15767,2026-04-02,Hyderabad,discount_hunter,True,0.284,0.405
15768,2026-03-28,Hyderabad,standard,False,0.629,0.366
15769,2025-12-06,Mumbai,churn_risk,False,0.427,0.882
15770,2025-12-01,Pune,standard,False,0.41,0.498
15771,2026-03-19,Delhi,standard,False,0.452,0.557
15772,2026-01-24,Chennai,standard,True,0.54,0.487
15773,2026-04-12,Hyderabad,standard,False,0.516,0.205
15774,2026-01-13,Hyderabad,standard,False,0.637,0.428
15775,2026-01-25,Chennai,standard,False,0.593,0.398
15776,2025-12-30,Pune,standard,False,0.519,0.208
15777,2026-01-07,Hyderabad,standard,False,0.462,0.408
15778,2026-03-28,Mumbai,churn_risk,False,0.268,0.712
15779,2026-02-13,Mumbai,discount_hunter,True,0.551,0.639
15780,2026-03-19,Kolkata,discount_hunter,True,0.39,0.617
15781,2025-12-05,Hyderabad,discount_hunter,True,0.463,0.357
15782,2026-02-25,Mumbai,discount_hunter,True,0.476,0.214
15783,2026-02-11,Bengaluru,standard,True,0.44,0.475
15784,2026-05-03,Chennai,churn_risk,False,0.403,0.853
15785,2026-02-05,Mumbai,habitual,False,0.795,0.161
15786,2025-12-09,Pune,habitual,False,0.717,0.273
15787,2026-03-26,Mumbai,churn_risk,False,0.276,0.642
15788,2025-12-17,Kolkata,standard,False,0.611,0.604
15789,2026-05-03,Bengaluru,standard,True,0.496,0.315
15790,2026-01-29,Chennai,churn_risk,False,0.307,0.629
15791,2026-04-11,Chennai,habitual,False,0.893,0.103
15792,2026-03-19,Kolkata,habitual,False,0.576,0.202
15793,2026-02-12,Hyderabad,churn_risk,False,0.284,0.597
15794,2026-03-06,Hyderabad,churn_risk,False,0.409,0.78
15795,2025-12-23,Chennai,churn_risk,False,0.368,0.75
15796,2025-12-04,Pune,standard,False,0.568,0.548
15797,2026-04-07,Delhi,churn_risk,False,0.396,0.778
15798,2026-05-12,Mumbai,discount_hunter,True,0.468,0.445
15799,2026-04-25,Kolkata,discount_hunter,True,0.566,0.278
15800,2026-01-14,Kolkata,standard,False,0.617,0.633
15801,2026-01-24,Bengaluru,habitual,False,0.704,0.05
15802,2026-01-24,Chennai,standard,False,0.531,0.422
15803,2026-03-27,Bengaluru,churn_risk,False,0.405,0.853
15804,2026-03-13,Bengaluru,habitual,False,0.706,0.254
15805,2026-04-13,Chennai,habitual,False,0.825,0.249
15806,2026-05-10,Bengaluru,standard,False,0.627,0.541
15807,2026-01-30,Mumbai,habitual,False,0.764,0.363
15808,2026-03-20,Chennai,habitual,False,0.831,0.271
15809,2026-02-19,Hyderabad,discount_hunter,True,0.524,0.492
15810,2026-05-11,Hyderabad,habitual,False,0.732,0.235
15811,2026-01-23,Kolkata,standard,False,0.55,0.306
15812,2025-12-24,Kolkata,habitual,False,0.737,0.355
15813,2026-01-28,Mumbai,standard,False,0.674,0.303
15814,2026-03-12,Pune,habitual,False,0.746,0.284
15815,2026-05-11,Delhi,habitual,False,0.617,0.105
15816,2026-04-19,Mumbai,standard,True,0.497,0.456
15817,2025-11-24,Delhi,standard,False,0.629,0.399
15818,2026-02-20,Bengaluru,discount_hunter,True,0.422,0.338
15819,2025-12-19,Pune,habitual,False,0.739,0.194
15820,2026-01-25,Hyderabad,standard,False,0.599,0.376
15821,2026-05-09,Delhi,habitual,False,0.737,0.291
15822,2026-05-17,Kolkata,habitual,False,0.712,0.257
15823,2025-12-18,Pune,standard,False,0.477,0.563
15824,2025-12-16,Bengaluru,standard,True,0.606,0.241
15825,2026-03-26,Chennai,standard,False,0.469,0.308
15826,2026-02-02,Delhi,discount_hunter,True,0.517,0.358
15827,2026-02-06,Hyderabad,standard,False,0.389,0.534
15828,2026-04-27,Chennai,churn_risk,False,0.318,0.688
15829,2026-05-05,Delhi,habitual,False,0.725,0.192
15830,2026-05-02,Chennai,discount_hunter,True,0.472,0.253
15831,2026-04-10,Bengaluru,churn_risk,False,0.439,0.781
15832,2026-05-16,Pune,standard,False,0.401,0.519
15833,2026-03-30,Chennai,habitual,False,0.658,0.482
15834,2026-04-29,Kolkata,standard,False,0.466,0.491
15835,2026-02-26,Chennai,standard,False,0.634,0.622
15836,2025-11-30,Kolkata,discount_hunter,True,0.409,0.375
15837,2026-04-16,Bengaluru,standard,False,0.534,0.318
15838,2026-05-07,Bengaluru,churn_risk,False,0.395,0.862
15839,2026-01-16,Pune,discount_hunter,True,0.433,0.486
15840,2026-02-06,Delhi,habitual,False,0.761,0.358
15841,2026-03-03,Bengaluru,habitual,False,0.671,0.215
15842,2026-03-18,Pune,churn_risk,False,0.236,0.883
15843,2026-03-22,Mumbai,standard,False,0.472,0.524
15844,2026-01-30,Mumbai,discount_hunter,True,0.332,0.458
15845,2026-04-23,Chennai,standard,False,0.561,0.445
15846,2026-04-16,Pune,standard,False,0.54,0.494
15847,2026-05-09,Hyderabad,standard,False,0.528,0.25
15848,2026-03-04,Kolkata,standard,False,0.591,0.568
15849,2025-12-04,Chennai,standard,False,0.596,0.603
15850,2026-04-22,Delhi,discount_hunter,True,0.4,0.387
15851,2025-12-05,Mumbai,habitual,False,0.745,0.302
15852,2025-12-25,Pune,churn_risk,False,0.294,0.572
15853,2026-01-11,Pune,discount_hunter,True,0.351,0.378
15854,2025-12-24,Mumbai,discount_hunter,True,0.574,0.313
15855,2026-03-31,Delhi,churn_risk,False,0.369,0.575
15856,2026-02-08,Bengaluru,discount_hunter,True,0.52,0.369
15857,2025-12-30,Hyderabad,standard,True,0.453,0.557
15858,2025-11-21,Delhi,standard,False,0.578,0.511
15859,2025-12-29,Hyderabad,standard,False,0.53,0.493
15860,2026-03-25,Mumbai,standard,False,0.545,0.447
15861,2026-04-12,Delhi,churn_risk,False,0.51,0.669
15862,2026-01-13,Bengaluru,habitual,False,0.569,0.274
15863,2025-12-04,Hyderabad,churn_risk,False,0.424,0.99
15864,2026-03-01,Bengaluru,standard,False,0.643,0.36
15865,2026-04-10,Chennai,churn_risk,False,0.42,0.981
15866,2025-12-03,Pune,standard,False,0.634,0.391
15867,2026-04-13,Bengaluru,habitual,False,0.656,0.205
15868,2025-12-21,Chennai,churn_risk,False,0.377,0.742
15869,2026-01-06,Delhi,habitual,False,0.787,0.202
15870,2026-03-13,Chennai,discount_hunter,True,0.432,0.503
15871,2025-11-30,Bengaluru,standard,False,0.433,0.277
15872,2026-01-15,Delhi,discount_hunter,True,0.668,0.387
15873,2025-12-15,Delhi,habitual,False,0.773,0.34
15874,2025-12-29,Chennai,discount_hunter,True,0.54,0.337
15875,2026-04-09,Chennai,habitual,False,0.722,0.358
15876,2026-01-01,Hyderabad,habitual,False,0.768,0.114
15877,2025-11-28,Bengaluru,habitual,False,0.681,0.172
15878,2025-12-29,Chennai,habitual,False,0.729,0.185
15879,2025-12-06,Kolkata,discount_hunter,True,0.495,0.504
15880,2026-03-13,Kolkata,standard,False,0.582,0.568
15881,2026-05-15,Kolkata,discount_hunter,True,0.448,0.493
15882,2025-12-21,Pune,standard,False,0.527,0.493
15883,2026-04-01,Mumbai,standard,False,0.604,0.328
15884,2026-01-25,Kolkata,discount_hunter,True,0.506,0.495
15885,2025-12-03,Mumbai,habitual,False,0.791,0.578
15886,2026-03-24,Mumbai,discount_hunter,True,0.385,0.501
15887,2025-12-28,Hyderabad,churn_risk,False,0.432,0.923
15888,2026-02-21,Bengaluru,habitual,False,0.643,0.248
15889,2026-02-20,Bengaluru,churn_risk,False,0.495,0.831
15890,2026-03-08,Pune,habitual,False,0.725,0.08
15891,2025-12-15,Kolkata,standard,False,0.547,0.451
15892,2026-01-05,Pune,discount_hunter,True,0.496,0.304
15893,2026-04-02,Hyderabad,standard,False,0.581,0.283
15894,2026-05-07,Hyderabad,churn_risk,False,0.454,0.741
15895,2025-11-23,Chennai,habitual,False,0.818,0.235
15896,2026-02-03,Pune,standard,False,0.413,0.601
15897,2026-04-28,Pune,discount_hunter,True,0.462,0.485
15898,2026-01-11,Chennai,standard,False,0.513,0.43
15899,2026-02-09,Pune,standard,False,0.494,0.668
